rank,name,score,AdmissionRate,MatriculationRate,SAT75Equiv,SAT25Equiv,GraduationRate,RetentionRate,Tuition,ExpensesPerStudent,ProfessorSalary,PercentUndergradOutOfState,PercentUndergradForeign,PercentWomen,PercentUndergrad18-24,StudentToFacultyRatio,Enrollment,FulltimeUndergradEnrollment
1282,Our Lady of the Lake University,235735.6,49.5,13.3,1539.4,1271.2,38.0,63.0,23938.0,15482.5,72027.0,4.0,1.0,73,72.0,16,3173,1359
1283,Western New Mexico University,235643.0,100.0,0.0,1100.0,1100.0,21.0,55.0,4723.0,10281.0,66438.0,28.0,1.0,62,76.3,16,3557,1626
1284,Thomas Edison State College,235429.3,100.0,0.0,1100.0,1100.0,53.4,75.4,5700.0,3185.7,89012.8,28.1,3.5,49,11.0,15,21495,154
1285,Albright College,235092.3,50.1,14.3,1100.0,1100.0,53.0,76.0,36660.0,18535.0,73692.0,40.0,3.0,59,76.3,15,2393,2330
1286,Gwynedd Mercy University,234936.9,76.4,26.7,1598.6,1290.0,60.0,73.0,29450.0,15271.2,91845.0,14.0,0.0,76,55.0,13,2459,1808
1287,Luther Rice University & Seminary,234469.9,48.8,80.0,1100.0,1100.0,0.0,100.0,5832.0,4226.9,60750.0,20.0,0.0,28,76.3,37,1218,87
1288,Notre Dame de Namur University,234213.9,77.7,10.5,1526.9,1255.3,53.0,75.0,31206.0,17132.5,85203.0,14.0,1.0,71,65.0,11,1982,806
1289,Le Moyne-Owen College,234195.0,52.1,62.7,1230.0,950.2,20.0,58.0,10680.0,15516.6,53199.0,14.0,0.0,62,69.0,13,1006,892
1290,Brandman University,234048.7,73.2,80.0,1100.0,1100.0,53.4,75.4,8800.0,11543.5,84681.0,19.0,0.0,63,17.0,15,7795,1478
1291,Nichols College,233922.8,76.3,21.4,1100.0,1100.0,48.0,71.0,32370.0,16944.7,90198.0,42.0,1.0,40,76.3,17,1495,1180
1292,University of Houston-Victoria,233818.1,55.8,15.3,1100.0,1100.0,53.4,55.0,6248.0,12292.9,95112.0,0.0,5.0,65,76.3,17,4407,1540
1293,Strayer University-District of Columbia,233703.1,100.0,0.0,1100.0,1100.0,26.0,50.0,15495.0,12842.8,60669.0,49.0,1.0,61,76.3,21,1192,107
1294,Carlow University,233339.9,90.7,34.0,1556.2,1259.9,60.0,78.0,25416.0,16518.6,75780.0,6.0,0.0,88,76.3,11,2201,1013
1295,Brenau University,233316.1,75.8,11.9,1620.0,1335.0,47.0,66.0,23350.0,12674.9,71127.0,8.0,4.0,87,76.3,11,2789,1000
1296,Washburn University,233254.7,100.0,0.0,1100.0,1100.0,34.0,65.0,5774.0,13161.3,95580.0,8.0,1.0,59,63.0,14,6722,3903
1297,University of North Texas at Dallas,233231.2,82.1,16.3,1451.4,1201.1,53.4,55.0,7650.0,10428.8,103545.0,2.0,0.0,66,48.0,15,2575,1389
1298,The University of Texas at Brownsville,233101.6,100.0,0.0,1100.0,1100.0,28.0,71.0,5372.0,9561.3,83952.0,0.0,4.0,58,62.0,24,11943,5633
1299,The Art Institute of Portland,232654.2,100.0,0.0,1100.0,1100.0,29.0,51.0,17416.0,19132.2,89012.8,19.0,0.0,48,76.3,14,1111,781
1300,Shawnee State University,232615.6,100.0,0.0,1100.0,1100.0,31.0,57.0,7177.0,12303.2,73062.0,9.0,1.0,57,73.0,16,4247,3309
1301,Pontifical Catholic University of Puerto Rico-Mayaguez,232395.2,56.3,43.5,1100.0,1100.0,25.0,73.0,4738.0,10707.4,43191.0,0.0,0.0,61,73.0,25,1536,1231
1302,Columbia College,232317.6,100.0,0.0,1100.0,1100.0,38.0,58.0,7115.0,5303.1,89289.0,48.0,1.0,59,23.0,34,16567,9177
1303,EDP Univeristy of Puerto Rico Inc-San Juan,232212.2,76.3,48.2,1100.0,1100.0,25.0,71.0,5940.0,5978.0,89012.8,18.0,0.0,67,76.3,16,1568,922
1304,Concordia College-New York,232159.4,74.8,18.9,1463.6,1155.3,48.0,75.0,28095.0,16244.7,62415.0,20.0,7.0,69,60.0,12,1037,835
1305,Thomas College,232120.6,74.3,31.1,1100.0,1100.0,43.0,67.0,22770.0,9431.0,69255.0,21.0,4.0,55,76.3,21,1404,779
1306,Franklin University,231917.4,100.0,0.0,1100.0,1100.0,14.0,22.0,10681.0,11289.8,89012.8,14.0,16.0,57,76.3,11,5732,1569
1307,Wilmington University,231897.8,100.0,0.0,1100.0,1100.0,35.0,61.0,9950.0,5973.1,73746.0,14.0,0.0,65,76.3,14,14467,3485
1308,St Catherine University,231859.2,67.2,24.0,1714.5,1352.6,59.0,78.0,32590.0,15790.5,78057.0,15.0,1.0,94,61.0,11,5055,2093
1309,Missouri Western State University,231858.8,100.0,0.0,1100.0,1100.0,36.0,64.0,6400.0,10131.8,76293.0,10.0,0.0,58,67.0,17,5834,3875
1310,The Art Institute of California-Argosy University San Francisco,231634.8,100.0,0.0,1100.0,1100.0,37.0,50.0,18748.0,27294.8,89012.8,5.0,0.0,46,76.3,16,1058,692
1311,Universidad Del Turabo,231628.9,100.0,0.0,1100.0,1100.0,21.0,75.0,5434.0,5786.0,50202.0,0.0,0.0,59,66.0,40,17325,10836
1312,The Art Institute of California-Argosy University Hollywood,231611.9,100.0,0.0,1100.0,1100.0,31.0,51.0,18748.0,21842.3,89012.8,7.0,0.0,50,76.3,18,1602,977
1313,Embry-Riddle Aeronautical University-Worldwide,231474.0,68.8,60.6,1100.0,1100.0,23.0,66.0,7800.0,6100.3,61875.0,85.0,3.0,14,11.0,12,14176,2736
1314,The College of Saint Rose,230994.5,76.3,12.7,1100.0,1100.0,66.0,78.0,27684.0,17902.4,86913.0,14.0,2.0,69,87.0,14,4499,2533
1315,South University-The Art Institute of Dallas,230775.5,100.0,0.0,1100.0,1100.0,29.0,41.0,17668.0,23033.8,89012.8,8.0,0.0,50,76.3,18,1155,932
1316,Southern Wesleyan University,230737.6,63.1,36.8,1100.0,1100.0,49.0,73.0,22200.0,11571.3,52632.0,24.0,1.0,64,76.3,18,1778,1353
1317,Hood College,230699.3,80.7,22.5,1100.0,1100.0,71.0,76.0,33280.0,15551.6,85428.0,31.0,2.0,64,76.3,11,2365,1264
1318,The Illinois Institute of Art-Chicago,230660.7,100.0,0.0,1100.0,1100.0,26.0,46.0,17488.0,23475.3,89012.8,11.0,1.0,55,76.3,14,1807,1234
1319,Ohio State University-Lima Campus,230604.0,100.0,0.0,1100.0,1100.0,33.0,64.0,7140.0,13255.5,103428.0,0.0,0.0,55,82.0,18,1056,874
1320,Seton Hill University,229848.3,69.1,21.2,1100.0,1100.0,60.0,79.0,30300.0,18616.3,78201.0,26.0,2.0,64,72.0,14,2247,1409
1321,Hilbert College,229847.3,80.6,23.3,1100.0,1100.0,48.0,74.0,19940.0,15048.5,63378.0,8.0,0.0,57,77.0,13,1012,842
1322,Baker College Center for Graduate Studies,229836.3,100.0,0.0,1100.0,1100.0,20.0,47.0,8100.0,5748.6,89012.8,39.0,0.0,65,76.3,13,4530,1142
1323,New Mexico Highlands University,229636.4,100.0,0.0,1100.0,1100.0,17.0,48.0,4000.0,16282.4,67527.0,34.0,0.0,64,54.0,13,3546,1510
1324,Bloomfield College,228597.4,63.4,23.2,1349.9,1078.7,32.0,73.0,25880.0,18774.6,82836.0,0.0,0.0,64,79.0,16,2004,1756
1325,The Art Institute of Houston,228468.8,100.0,0.0,1100.0,1100.0,36.0,39.0,17668.0,19766.3,89012.8,6.0,0.0,49,76.3,16,1887,1233
1326,Lenoir-Rhyne University,228304.6,65.8,11.8,1100.0,1100.0,54.0,76.0,29310.0,15593.4,67536.0,21.0,3.0,62,82.0,12,2050,1334
1327,The Art Institute of Atlanta,228179.8,100.0,0.0,1100.0,1100.0,22.0,47.0,17596.0,20199.2,89012.8,16.0,0.0,43,76.3,21,2623,2242
1328,The Art Institute of Phoenix,228061.6,100.0,0.0,1100.0,1100.0,35.0,53.0,17416.0,20879.0,89012.8,2.0,0.0,49,76.3,17,1009,830
1329,Felician College,227834.4,84.2,19.2,1439.8,1180.8,36.0,79.0,29990.0,19405.1,66762.0,7.0,1.0,74,76.3,14,1953,1390
1330,Manhattanville College,227311.5,73.9,15.9,1100.0,1100.0,61.0,79.0,35370.0,17690.3,96885.0,29.0,5.0,66,76.3,12,2865,1708
1331,Inter American University of Puerto Rico-Guayama,227257.1,74.0,58.7,1100.0,1100.0,32.0,72.0,5342.0,4490.2,54549.0,0.0,0.0,65,72.0,22,2151,1784
1332,Hartwick College,227122.9,89.6,9.3,1100.0,1100.0,57.0,78.0,38930.0,27315.5,87309.0,22.0,1.0,61,76.3,11,1540,1507
1333,Nazareth College,226710.7,70.5,16.1,1100.0,1100.0,76.0,83.0,29624.0,21010.1,84411.0,8.0,0.0,73,89.0,9,2818,1931
1334,Wright State University-Lake Campus,226340.4,100.0,0.0,1100.0,1100.0,42.0,71.0,5740.0,8763.5,107343.0,0.0,0.0,53,69.0,27,1147,761
1335,The Art Institute of California-Argosy University San Diego,226176.5,100.0,0.0,1100.0,1100.0,49.0,55.0,18748.0,17528.3,89012.8,4.0,0.0,46,76.3,22,1634,1337
1336,University of Saint Joseph,226138.5,80.0,25.9,1590.0,1315.5,51.0,79.0,33417.0,20216.4,79866.0,5.0,0.0,89,70.0,11,2565,761
1337,University of the District of Columbia,226016.2,100.0,0.0,1100.0,1100.0,13.0,52.0,5128.0,24849.2,102528.0,18.0,0.0,63,41.0,11,4803,1902
1338,The Art Institute of California-Argosy University Los Angeles,225914.4,100.0,0.0,1100.0,1100.0,30.0,54.0,18748.0,23249.8,89012.8,9.0,0.0,42,76.3,21,1436,1051
1339,The Art Institute of Seattle,225811.5,100.0,0.0,1100.0,1100.0,32.0,59.0,17560.0,19663.6,89012.8,5.0,0.0,45,76.3,19,1378,947
1340,DeVry University-Virginia,225761.6,84.8,89.3,1100.0,1100.0,18.0,33.0,16010.0,11319.4,71226.0,57.0,0.0,39,21.0,10,1239,330
1341,Bay Path University,225578.3,63.0,22.9,1583.5,1257.7,63.0,77.0,29959.0,14318.7,83709.0,49.0,3.0,95,42.0,12,2587,1291
1342,Miami University-Hamilton,225372.3,100.0,0.0,1100.0,1100.0,27.0,62.0,5072.0,7893.1,105831.0,2.0,0.0,55,69.0,18,3386,2358
1343,Universidad Del Este,225043.9,100.0,0.0,1100.0,1100.0,22.0,69.0,5434.0,5431.2,45171.0,0.0,0.0,61,66.0,33,13331,8801
1344,Davenport University,224898.4,93.4,40.4,1100.0,1100.0,40.0,73.0,14096.0,12633.3,69390.0,4.0,2.0,60,39.0,14,8715,2438
1345,Mount Mary University,224696.0,35.3,68.9,1530.0,1230.0,49.0,78.0,25098.0,16227.6,66555.0,7.0,0.0,96,67.0,10,1385,648
1346,National American University-Rapid City,224533.1,100.0,0.0,1100.0,1100.0,15.0,25.0,12567.0,16081.9,89012.8,46.0,15.0,76,76.3,13,1479,172
1347,Caribbean University-Bayamon,224428.4,100.0,0.0,1100.0,1100.0,23.0,73.0,4850.0,11258.1,24570.0,0.0,0.0,60,76.3,18,1959,1190
1348,University of Hawaii-West Oahu,224038.1,70.9,43.5,1100.0,1100.0,40.0,61.0,6336.0,15682.7,89262.0,4.0,0.0,66,49.0,20,2661,1209
1349,The Art Institute of Colorado,224022.8,100.0,0.0,1100.0,1100.0,28.0,34.0,17632.0,19650.5,89012.8,9.0,0.0,47,76.3,19,1414,896
1350,Dowling College,223921.0,78.4,12.7,1100.0,1100.0,35.0,68.0,28390.0,17061.8,84879.0,11.0,0.0,55,76.3,13,2453,1087
1351,Pontifical Catholic University of Puerto Rico-Arecibo,223875.6,42.9,43.8,1100.0,1100.0,24.0,72.0,4738.0,12871.2,49302.0,0.0,0.0,69,70.0,22,1000,573
1352,Cameron University,223840.8,100.0,0.0,1100.0,1100.0,24.0,62.0,5055.0,11072.7,71496.0,7.0,6.0,61,56.0,19,5537,3399
1353,Universidad Metropolitana,222961.2,100.0,0.0,1100.0,1100.0,26.0,70.0,5434.0,6457.2,45432.0,0.0,0.0,65,65.0,32,13773,9081
1354,Strayer University-Virginia,222901.0,100.0,0.0,1100.0,1100.0,19.0,43.0,15495.0,9495.6,44703.0,10.0,0.0,55,76.3,30,6850,1241
1355,Bellevue University,222892.2,100.0,0.0,1100.0,1100.0,29.0,48.0,6300.0,7488.0,61362.0,38.0,0.0,53,17.0,32,9879,5477
1356,AI Miami International University of Art and Design,222726.0,100.0,0.0,1100.0,1100.0,34.0,55.0,17704.0,19376.8,89012.8,6.0,0.0,61,76.3,19,2846,2171
1357,Peru State College,222719.9,100.0,0.0,1100.0,1100.0,37.0,58.0,6188.0,8135.3,77463.0,22.0,0.0,60,57.0,20,2499,1189
1358,Anna Maria College,222447.7,77.6,11.2,1100.0,1100.0,40.0,66.0,32134.0,15831.3,48744.0,37.0,0.0,56,64.0,11,1430,769
1359,Golden Gate University-San Francisco,222186.1,100.0,0.0,1100.0,1100.0,53.4,75.4,14400.0,20594.8,130617.0,28.1,3.5,55,11.0,12,2909,102
1360,University of the Southwest,222162.7,100.0,0.0,1100.0,1100.0,17.0,57.0,14280.0,10193.1,34119.0,40.0,0.0,65,76.3,17,1009,238
1361,National University College-Ponce,222052.8,92.5,68.0,1100.0,1100.0,31.0,56.0,6495.0,6623.9,89012.8,0.0,0.0,70,76.3,30,1241,952
1362,Jacksonville University,222029.6,56.1,24.3,1100.0,1100.0,41.0,73.0,29900.0,15818.8,76770.0,35.0,4.0,66,55.0,11,4085,2111
1363,Kendall College,222016.3,83.5,53.5,1100.0,1100.0,30.0,73.0,24396.0,20341.6,61029.0,14.0,33.0,75,46.0,10,1516,904
1364,The Art Institute of San Antonio,221782.6,100.0,0.0,1100.0,1100.0,53.4,43.0,17668.0,14545.5,89012.8,3.0,0.0,47,76.3,19,1070,706
1365,DeVry University-Arizona,221621.9,86.6,76.7,1100.0,1100.0,41.0,72.0,16010.0,11827.6,69336.0,22.0,0.0,35,36.0,11,1318,489
1366,Concordia University-Saint Paul,220787.2,53.2,31.7,1100.0,1100.0,46.0,69.0,19700.0,9207.4,54009.0,20.0,5.0,63,50.0,15,4081,1369
1367,Caribbean University-Ponce,220165.4,100.0,0.0,1100.0,1100.0,28.0,76.0,4850.0,2248.6,89012.8,0.0,0.0,56,76.3,17,1340,791
1368,Carlos Albizu University-Miami,220122.0,35.3,66.7,1100.0,1100.0,50.0,56.0,12048.0,14662.0,64998.0,0.0,0.0,79,76.3,15,1000,171
1369,Mid-America Christian University,220110.8,100.0,0.0,1100.0,1100.0,31.0,45.0,15688.0,10700.0,45306.0,26.0,0.0,64,76.3,11,2688,1605
1370,DeVry University-California,219995.1,82.0,73.0,1100.0,1100.0,35.0,59.0,16010.0,11671.9,62874.0,2.0,0.0,40,32.0,16,7932,3091
1371,Montana State University-Billings,219654.0,100.0,0.0,1100.0,1100.0,24.0,56.0,5745.0,12283.3,71748.0,9.0,1.0,63,58.0,17,4768,3044
1372,DeVry University-Ohio,219428.0,85.4,81.6,1100.0,1100.0,40.0,55.0,16010.0,10137.7,69705.0,1.0,0.0,48,28.0,16,2971,954
1373,Hodges University,219037.0,74.3,90.3,1100.0,1100.0,29.0,60.0,12740.0,17099.6,8163.0,1.0,0.0,63,32.0,15,1892,1142
1374,Mount Saint Mary's University,218718.6,78.3,28.0,1514.5,1181.6,65.0,77.0,33852.0,19430.3,84492.0,5.0,0.0,90,72.0,12,3292,2047
1375,The Art Institute of Austin,218391.9,100.0,0.0,1100.0,1100.0,38.0,46.0,17668.0,17279.9,89012.8,6.0,1.0,41,76.3,19,1189,830
1376,Lindsey Wilson College,218202.0,100.0,0.0,1100.0,1100.0,35.0,62.0,22070.0,11809.8,65898.0,17.0,3.0,61,75.0,16,2641,2079
1377,University of Maine at Presque Isle,218041.7,100.0,0.0,1100.0,1100.0,43.0,51.0,7300.0,15897.2,62865.0,6.0,3.0,64,62.0,13,1138,659
1378,DeVry University-Pennsylvania,217721.8,86.4,61.8,1100.0,1100.0,26.0,54.0,16010.0,15116.2,63324.0,9.0,0.0,46,34.0,10,1180,322
1379,Utica College,217710.1,81.5,15.7,1100.0,1100.0,44.0,72.0,33320.0,14902.7,81909.0,13.0,5.0,60,68.0,11,4249,2216
1380,Chatham University,217649.3,52.3,31.7,1100.0,1100.0,56.0,77.0,32454.0,22481.9,83295.0,38.0,0.0,84,70.0,9,2134,562
1381,Western International University,217637.1,100.0,0.0,1100.0,1100.0,2.0,100.0,6000.0,18719.4,89012.8,50.0,0.0,62,3.0,14,1374,996
1382,University of Phoenix-New Mexico,217430.1,100.0,0.0,1100.0,1100.0,19.0,49.0,9480.0,16975.1,89012.8,56.0,0.0,59,14.0,13,1473,1238
1383,Urbana University,217353.3,100.0,0.0,1100.0,1100.0,36.0,75.0,21566.0,9675.2,55350.0,0.0,2.0,53,76.3,18,1922,632
1384,Harris-Stowe State University,216681.6,100.0,0.0,1100.0,1100.0,8.0,51.0,5220.0,17510.8,66636.0,16.0,1.0,68,65.0,13,1280,969
1385,DeVry University-Florida,216140.6,75.4,86.2,1100.0,1100.0,41.0,55.0,16010.0,12290.3,62505.0,2.0,0.0,44,22.0,16,2770,900
1386,Alverno College,216030.8,65.2,46.4,1530.0,1230.0,36.0,74.0,23231.0,15761.0,59886.0,6.0,0.0,97,66.0,10,2389,1284
1387,Cazenovia College,216003.7,76.2,14.6,1100.0,1100.0,55.0,73.0,29410.0,17648.5,76365.0,14.0,0.0,72,88.0,12,1091,963
1388,Martin Methodist College,215952.6,100.0,0.0,1100.0,1100.0,45.0,55.0,22272.0,14311.0,56412.0,10.0,8.0,62,76.3,17,1087,970
1389,DeVry University-Georgia,215720.5,75.4,87.2,1100.0,1100.0,29.0,50.0,16010.0,19319.0,64881.0,0.0,0.0,58,18.0,18,3177,906
1390,University of Great Falls,215511.4,65.7,12.1,1100.0,1100.0,39.0,54.0,20960.0,11359.0,50445.0,53.0,3.0,70,52.0,13,1117,627
1391,University of Phoenix-California,215149.4,100.0,0.0,1100.0,1100.0,17.0,67.0,10545.0,8569.7,89012.8,1.0,0.0,51,16.0,23,23257,19688
1392,Berkeley College-New York,215058.5,100.0,0.0,1100.0,1100.0,30.0,59.0,23100.0,17629.3,89012.8,10.0,16.0,64,56.0,22,4479,3946
1393,Miami University-Middletown,214963.4,100.0,0.0,1100.0,1100.0,18.0,58.0,5072.0,9658.0,97056.0,1.0,0.0,57,60.0,16,2062,1248
1394,LIU Brooklyn,214639.3,86.3,14.6,1100.0,1100.0,32.0,65.0,34120.0,19919.3,113247.0,17.0,0.0,70,72.0,14,8354,4113
1395,Daemen College,214522.3,54.9,26.9,1100.0,1100.0,47.0,82.0,24090.0,13951.9,80577.0,6.0,0.0,73,76.3,13,2800,1677
1396,CUNY Medgar Evers College,213983.6,91.9,15.4,1100.0,1100.0,12.0,65.0,6032.0,19163.0,111825.0,0.0,1.0,71,46.0,19,6701,4324
1397,Central Penn College,213315.7,100.0,0.0,1100.0,1100.0,45.0,58.0,16167.0,12692.3,46008.0,5.0,2.0,65,76.3,13,1330,713
1398,Faulkner University,213295.4,100.0,0.0,1100.0,1100.0,31.0,60.0,18230.0,11971.7,74880.0,27.0,2.0,60,46.0,18,3335,1822
1399,University of Alaska Southeast,212743.7,100.0,0.0,1100.0,1100.0,17.0,72.0,5693.0,16621.3,91503.0,14.0,0.0,65,37.0,15,2989,764
1400,National University College-Caguas,212742.3,84.2,58.0,1100.0,1100.0,53.4,97.0,6495.0,2844.8,89012.8,0.0,0.0,71,48.0,31,1032,546
1401,DeVry College of New York,212003.8,74.4,82.2,1100.0,1100.0,26.0,56.0,16010.0,11669.7,67194.0,12.0,0.0,38,28.0,27,2026,893
1402,Carlos Albizu University-San Juan,211677.6,100.0,66.7,1100.0,1100.0,53.4,75.4,0.0,9307.1,41526.0,0.0,0.0,84,51.0,20,1063,86
1403,Trinity Washington University,210981.0,90.9,41.2,1100.0,1100.0,45.0,60.0,21630.0,12262.8,64845.0,43.0,0.0,93,76.3,9,2267,1104
1404,Mercy College,210470.5,71.9,18.1,1100.0,1100.0,29.0,66.0,17576.0,9932.1,92862.0,12.0,1.0,73,54.0,19,11272,5289
1405,Midway College,209829.6,58.2,34.5,1100.0,1100.0,43.0,80.0,22150.0,13181.3,76230.0,18.0,3.0,83,76.3,15,1140,809
1406,South College,209289.1,100.0,0.0,1100.0,1100.0,27.0,60.0,18875.0,21940.3,84177.0,0.0,0.0,69,76.3,13,1241,702
1407,Strayer University-Florida,209159.8,100.0,0.0,1100.0,1100.0,44.0,15.0,15495.0,11999.3,44973.0,2.0,0.0,61,76.3,14,2769,332
1408,DeVry University-New Jersey,209135.4,88.6,67.2,1100.0,1100.0,31.0,59.0,16010.0,13110.1,75258.0,3.0,0.0,32,46.0,10,1546,645
1409,DeVry University-Texas,208903.4,81.9,77.0,1100.0,1100.0,23.0,44.0,16010.0,13685.5,67239.0,2.0,0.0,44,20.0,10,2855,826
1410,The Sage Colleges,208787.3,54.8,22.4,1100.0,1100.0,59.0,81.0,28000.0,14661.5,64593.0,13.0,0.0,80,76.0,12,2878,1464
1411,Strayer University-Pennsylvania,208540.7,100.0,0.0,1100.0,1100.0,7.0,57.0,15495.0,11413.5,45702.0,5.0,0.0,62,76.3,19,2103,158
1412,SUNY Empire State College,208162.2,81.1,25.4,1100.0,1100.0,19.0,57.0,6265.0,11296.9,80451.0,3.0,0.0,62,15.0,15,11952,4249
1413,Keuka College,208140.8,82.9,19.4,1100.0,1100.0,47.0,73.0,27465.0,17030.7,70767.0,10.0,0.0,75,76.3,14,1997,1347
1414,Strayer University-Texas,208076.8,100.0,0.0,1100.0,1100.0,53.4,29.0,15495.0,11805.3,42984.0,0.0,0.0,63,76.3,16,1626,213
1415,Regis College,207848.3,75.9,14.9,1100.0,1100.0,45.0,84.0,34380.0,21708.1,93609.0,24.0,0.0,81,76.3,12,1912,911
1416,West Coast University-Los Angeles,207617.0,53.6,86.7,1100.0,1100.0,53.4,94.0,32525.0,20458.1,90000.0,0.0,0.0,75,44.0,16,1659,1317
1417,West Coast University-Ontario,207516.9,27.8,80.0,1100.0,1100.0,53.4,67.0,32525.0,25402.8,89012.8,0.0,0.0,74,46.0,18,1061,1005
1418,Atlantic University College,206925.4,100.0,0.0,1100.0,1100.0,36.0,88.0,7395.0,5872.1,36117.0,0.0,0.0,26,76.3,26,1496,1029
1419,Granite State College,206385.3,100.0,0.0,1100.0,1100.0,14.0,52.0,7065.0,6959.7,89012.8,14.0,0.0,74,76.3,12,2209,1044
1420,South University-Savannah,205020.6,100.0,0.0,1100.0,1100.0,9.0,44.0,16360.0,13882.4,110160.0,16.0,0.0,70,76.3,11,1490,592
1421,Metropolitan College of New York,203866.4,52.6,82.6,1100.0,1100.0,39.0,42.0,17530.0,21443.1,79029.0,2.0,1.0,70,22.0,11,1228,806
1422,Marygrove College,203709.0,48.4,28.5,1350.0,1020.0,18.0,43.0,19850.0,14380.2,75519.0,5.0,2.0,74,59.0,9,1774,693
1423,Strayer University-Maryland,203028.7,100.0,0.0,1100.0,1100.0,22.0,35.0,15495.0,9879.7,44046.0,3.0,0.0,65,76.3,24,2873,299
1424,West Coast University-Orange County,202963.7,16.7,53.8,1100.0,1100.0,53.4,77.0,33600.0,26358.3,89012.8,0.0,0.0,77,45.0,17,1477,1330
1425,Jefferson College of Health Sciences,200481.7,100.0,0.0,1100.0,1100.0,56.0,73.0,22400.0,18840.0,73710.0,1.0,0.0,80,76.3,9,1131,739
1426,Universidad Politecnica de Puerto Rico,199953.7,100.0,0.0,1100.0,1100.0,22.0,78.0,7548.0,7131.7,41715.0,0.0,0.0,22,66.0,19,4507,1795
1427,Nevada State College,199506.3,54.6,32.0,1100.0,1100.0,14.0,68.0,4482.0,8250.4,102888.0,1.0,0.0,76,43.0,18,3555,1273
1428,Strayer University-Tennessee,199450.5,100.0,0.0,1100.0,1100.0,38.0,50.0,15495.0,9320.9,44775.0,10.0,0.0,76,76.3,18,1960,94
1429,Strayer University-Georgia,198973.1,100.0,0.0,1100.0,1100.0,19.0,28.0,15495.0,8489.8,44010.0,6.0,0.0,71,76.3,24,5296,524
1430,Meredith College,198945.9,61.3,42.8,1100.0,1100.0,62.0,79.0,30642.0,22646.8,72801.0,8.0,4.0,98,76.3,12,1886,1571
1431,Albertus Magnus College,198942.2,100.0,0.0,1100.0,1100.0,50.0,84.0,28378.0,16699.6,73260.0,11.0,3.0,67,47.0,14,1550,1146
1432,Strayer University-North Carolina,197501.1,100.0,0.0,1100.0,1100.0,13.0,44.0,15495.0,8284.9,45000.0,3.0,0.0,71,76.3,25,4092,218
1433,College of Saint Elizabeth,197371.2,57.6,8.3,1400.0,1120.0,50.0,68.0,31095.0,18008.7,70668.0,15.0,1.0,89,58.0,12,1411,560
1434,Chamberlain College of Nursing-Illinois,197251.2,60.0,94.4,1100.0,1100.0,100.0,54.0,17280.0,5519.7,82476.0,0.0,0.0,91,11.0,35,18665,2850
1435,University of Phoenix-Florida,196891.1,100.0,0.0,1100.0,1100.0,18.0,59.0,10544.0,12199.0,89012.8,10.0,0.0,54,8.0,13,3707,3059
1436,College of Saint Mary,195118.1,52.9,40.3,1100.0,1100.0,49.0,79.0,26934.0,17113.0,64755.0,32.0,0.0,98,63.0,12,1018,679
1437,The College of New Rochelle,193992.0,38.5,39.4,1554.5,1317.3,29.0,53.0,31260.0,14396.1,102357.0,4.0,0.0,89,23.0,15,3740,2666
1438,Our Lady of Holy Cross College,193943.5,56.2,63.0,1100.0,1100.0,29.0,72.0,9950.0,12346.5,57384.0,2.0,0.0,82,34.0,16,1095,499
1439,Marylhurst University,193850.4,100.0,0.0,1100.0,1100.0,31.0,50.0,19665.0,15826.2,89012.8,28.1,3.5,67,24.0,6,1273,169
1440,Heritage University,193277.7,100.0,0.0,1100.0,1100.0,19.0,68.0,17844.0,21121.1,80505.0,0.0,0.0,74,53.0,8,1241,724
1441,University of Phoenix-Hawaii,192943.9,100.0,0.0,1100.0,1100.0,25.0,79.0,10455.0,10171.3,89012.8,7.0,0.0,43,11.0,18,1593,1408
1442,Strayer University-South Carolina,192710.7,100.0,0.0,1100.0,1100.0,20.0,45.0,15495.0,8771.9,45819.0,1.0,0.0,73,76.3,26,1991,157
1443,Uta Mesivta of Kiryas Joel,192264.6,100.0,0.0,1100.0,1100.0,60.0,97.0,9000.0,9389.5,89012.8,2.0,1.0,0,76.3,12,1634,1634
1444,University of Phoenix-Virginia,191955.3,100.0,0.0,1100.0,1100.0,12.0,29.0,9469.0,13633.7,89012.8,25.0,0.0,44,6.0,12,1357,1115
1445,Argosy University-Atlanta,189798.4,100.0,0.0,1100.0,1100.0,0.0,42.0,13663.0,11809.8,63999.0,0.0,0.0,76,76.3,9,1736,172
1446,Peirce College,187717.3,100.0,0.0,1100.0,1100.0,40.0,100.0,13632.0,11278.9,67473.0,1.0,0.0,72,25.0,12,1833,347
1447,Colorado Technical University-Colorado Springs,187556.3,100.0,0.0,1100.0,1100.0,27.0,55.0,11300.0,16242.6,89012.8,11.0,3.0,33,11.0,11,1566,669
1448,University of Phoenix-Texas,187196.6,100.0,0.0,1100.0,1100.0,16.0,36.0,10474.0,9795.6,89012.8,0.0,0.0,54,9.0,17,5254,4486
1449,South University-West Palm Beach,186682.1,100.0,0.0,1100.0,1100.0,7.0,26.0,16360.0,16339.0,69381.0,0.0,0.0,77,76.3,15,1081,779
1450,United Talmudical Seminary,185983.9,100.0,0.0,1100.0,1100.0,49.0,92.0,13200.0,7584.9,39078.0,0.0,7.0,0,76.3,20,2421,2096
1451,Cambridge College,185486.9,100.0,0.0,1100.0,1100.0,3.0,61.0,13240.0,10970.7,68499.0,1.0,1.0,70,41.0,9,2841,254
